"","orf","gene.x","Anno1","Growth1","gene.y","Anno2","Growth2","name.check","essenflag"
"285","YBR085W","AAC3","verified1","nogrowth1","AAC3","verified2","nogrowth2",TRUE,"essential"
"286","YBR086C","IST2","verified1","nogrowth1","IST2","verified2","nogrowth2",TRUE,"essential"
"287","YBR087W","RFC5","verified1","nogrowth1","RFC5","verified2","nogrowth2",TRUE,"essential"
"288","YBR088C","pol30","verified1","nogrowth1","pol30","verified2","nogrowth2",TRUE,"essential"
"289","YBR089W","YBR089W","verified1","nogrowth1","YBR089W","verified2","growth2",TRUE,"abnormal"
"290","YBR090C","YBR090C","verified1","growth1","YBR090C","verified2","growth2",TRUE,"nonessential"
"291","YBR090C-A","YBR090C-A","verified1","growth1","YBR090C-A","verified2","growth2",TRUE,"nonessential"
"292","YBR091C","MRS5","verified1","nogrowth1","MRS5","verified2","nogrowth2",TRUE,"essential"
"293","YBR092C","PHO3","verified1","growth1","PHO3","verified2","growth2",TRUE,"nonessential"
"294","YBR093C","PHO5","verified1","growth1","PHO5","verified2","growth2",TRUE,"nonessential"
"295","YBR094W","YBR094W","verified1","growth1","YBR094W","verified2","growth2",TRUE,"nonessential"
"296","YBR095C","YBR095C","verified1","nogrowth1","YBR095C","verified2","nogrowth2",TRUE,"essential"
"297","YBR096W","YBR096W","verified1","nogrowth1","YBR096W","verified2","nogrowth2",TRUE,"essential"
"298","YBR097W","vps15","verified1","nogrowth1","vps15","verified2","growth2",TRUE,"abnormal"
"299","YBR098W","MMS4","verified1","growth1","MMS4","verified2","growth2",TRUE,"nonessential"
"300","YBR099C","YBR099C","verified1","growth1","YBR099C","verified2","growth2",TRUE,"nonessential"
"301","YBR100W","YBR100W","verified1","growth1","YBR100W","verified2","growth2",TRUE,"nonessential"
"302","YBR101C","YBR101C","verified1","growth1","YBR101C","verified2","growth2",TRUE,"nonessential"
"303","YBR102C","EXO84","verified1","nogrowth1","EXO84","verified2","nogrowth2",TRUE,"essential"
"304","YBR103W","SIF2","verified1","growth1","SIF2","verified2","growth2",TRUE,"nonessential"
"305","YBR104W","YMC2","verified1","growth1","YMC2","verified2","growth2",TRUE,"nonessential"
"307","YBR106W","PHO88","verified1","growth1","PHO88","verified2","growth2",TRUE,"nonessential"
"308","YBR107C","IML3","verified1","growth1","IML3","verified2","growth2",TRUE,"nonessential"
"309","YBR108W","YBR108W","verified1","growth1","YBR108W","verified2","growth2",TRUE,"nonessential"
"310","YBR109C","cmd1","verified1","nogrowth1","cmd1","verified2","nogrowth2",TRUE,"essential"
"311","YBR110W","alg1","verified1","nogrowth1","alg1","verified2","nogrowth2",TRUE,"essential"
"312","YBR111C","YSA1","verified1","nogrowth1","YSA1","verified2","nogrowth2",TRUE,"essential"
"313","YBR112C","cyc8","verified1","nogrowth1","cyc8","verified2","nogrowth2",TRUE,"essential"
"314","YBR113W","YBR113W","verified1","growth1","YBR113W","verified2","growth2",TRUE,"nonessential"
"315","YBR114W","rad16","verified1","growth1","rad16","verified2","growth2",TRUE,"nonessential"
"316","YBR115C","lys2","verified1","nogrowth1","lys2","verified2","nogrowth2",TRUE,"essential"
"317","YBR116C","YBR116C","verified1","growth1","YBR116C","verified2","growth2",TRUE,"nonessential"
"318","YBR117C","TKL2","verified1","nogrowth1","TKL2","verified2","nogrowth2",TRUE,"essential"
"319","YBR118W","TEF2","verified1","nogrowth1","TEF2","verified2","nogrowth2",TRUE,"essential"
"320","YBR119W","MUD1","verified1","growth1","MUD1","verified2","growth2",TRUE,"nonessential"
"321","YBR120C","CBP6","verified1","growth1","CBP6","verified2","growth2",TRUE,"nonessential"
"322","YBR121C","GRS1","verified1","nogrowth1","GRS1","verified2","nogrowth2",TRUE,"essential"
"324","YBR123C","TFC1","verified1","nogrowth1","TFC1","verified2","nogrowth2",TRUE,"essential"
"325","YBR124W","YBR124W","verified1","nogrowth1","YBR124W","verified2","nogrowth2",TRUE,"essential"
"326","YBR125C","PTC4","verified1","growth1","PTC4","verified2","growth2",TRUE,"nonessential"
"327","YBR126C","TPS1","verified1","growth1","TPS1","verified2","growth2",TRUE,"nonessential"
"328","YBR127C","VMA2","verified1","growth1","VMA2","verified2","growth2",TRUE,"nonessential"
"329","YBR128C","APG14","verified1","growth1","APG14","verified2","growth2",TRUE,"nonessential"
"330","YBR129C","OPY1","verified1","growth1","OPY1","verified2","growth2",TRUE,"nonessential"
"331","YBR130C","SHE3","verified1","growth1","SHE3","verified2","growth2",TRUE,"nonessential"
"332","YBR131W","CCZ1","verified1","growth1","CCZ1","verified2","growth2",TRUE,"nonessential"
"333","YBR132C","AGP2","verified1","nogrowth1","AGP2","verified2","nogrowth2",TRUE,"essential"
"334","YBR133C","HSL7","verified1","growth1","HSL7","verified2","growth2",TRUE,"nonessential"
"335","YBR134W","YBR134W","verified1","growth1","YBR134W","verified2","growth2",TRUE,"nonessential"
"336","YBR135W","cks1","verified1","nogrowth1","cks1","verified2","nogrowth2",TRUE,"essential"
"337","YBR136W","MEC1","verified1","nogrowth1","MEC1","verified2","growth2",TRUE,"abnormal"
"338","YBR137W","YBR137W","verified1","growth1","YBR137W","verified2","growth2",TRUE,"nonessential"
"339","YBR138C","HDR1","verified1","growth1","HDR1","verified2","growth2",TRUE,"nonessential"
"340","YBR139W","YBR139W","verified1","growth1","YBR139W","verified2","growth2",TRUE,"nonessential"
"341","YBR140C","ira1","verified1","nogrowth1","ira1","verified2","nogrowth2",TRUE,"essential"
"342","YBR141C","YBR141C","verified1","growth1","YBR141C","verified2","growth2",TRUE,"nonessential"
"343","YBR142W","mak5","verified1","nogrowth1","mak5","verified2","nogrowth2",TRUE,"essential"
"344","YBR143C","sup45","verified1","nogrowth1","sup45","verified2","nogrowth2",TRUE,"essential"
"345","YBR144C","YBR144C","verified1","growth1","YBR144C","verified2","growth2",TRUE,"nonessential"
"346","YBR145W","ADH5","verified1","growth1","ADH5","verified2","growth2",TRUE,"nonessential"
"347","YBR146W","MRPS9","verified1","growth1","MRPS9","verified2","growth2",TRUE,"nonessential"
"348","YBR147W","YBR147W","verified1","growth1","YBR147W","verified2","growth2",TRUE,"nonessential"
"349","YBR148W","YSW1","verified1","growth1","YSW1","verified2","growth2",TRUE,"nonessential"
"350","YBR149W","ARA1","verified1","growth1","ARA1","verified2","growth2",TRUE,"nonessential"
"351","YBR150C","TBS1","verified1","growth1","TBS1","verified2","growth2",TRUE,"nonessential"
"352","YBR151W","APD1","verified1","growth1","APD1","verified2","growth2",TRUE,"nonessential"
"353","YBR152W","SPP381","verified1","nogrowth1","SPP381","verified2","nogrowth2",TRUE,"essential"
"354","YBR153W","rib7","verified1","nogrowth1","rib7","verified2","nogrowth2",TRUE,"essential"
"355","YBR154C","rpb5","verified1","nogrowth1","rpb5","verified2","nogrowth2",TRUE,"essential"
"356","YBR155W","CNS1","verified1","nogrowth1","CNS1","verified2","nogrowth2",TRUE,"essential"
"357","YBR156C","SLI15","verified1","growth1","SLI15","verified2","growth2",TRUE,"nonessential"
"358","YBR157C","ICS2","verified1","growth1","ICS2","verified2","growth2",TRUE,"nonessential"
"359","YBR158W","CST13","verified1","growth1","CST13","verified2","growth2",TRUE,"nonessential"
"360","YBR159W","YBR159W","verified1","growth1","YBR159W","verified2","growth2",TRUE,"nonessential"
"361","YBR160W","cdc28","verified1","nogrowth1","cdc28","verified2","growth2",TRUE,"abnormal"
"362","YBR161W","YBR161W","verified1","growth1","YBR161W","verified2","growth2",TRUE,"nonessential"
"363","YBR162C","TOS1","verified1","growth1","TOS1","verified2","growth2",TRUE,"nonessential"
"364","YBR162W-A","YSY6","verified1","growth1","YSY6","verified2","growth2",TRUE,"nonessential"
"365","YBR163W","DEM1","verified1","growth1","DEM1","verified2","growth2",TRUE,"nonessential"
"366","YBR164C","ARL1","verified1","growth1","ARL1","verified2","growth2",TRUE,"nonessential"
"367","YBR165W","UBS1","verified1","nogrowth1","UBS1","verified2","nogrowth2",TRUE,"essential"
"368","YBR166C","tyr1","verified1","nogrowth1","tyr1","verified2","nogrowth2",TRUE,"essential"
"369","YBR167C","POP7","verified1","nogrowth1","POP7","verified2","nogrowth2",TRUE,"essential"
"370","YBR168W","YBR168W","verified1","growth1","YBR168W","verified2","growth2",TRUE,"nonessential"
"371","YBR169C","SSE2","verified1","growth1","SSE2","verified2","growth2",TRUE,"nonessential"
"372","YBR170C","NPL4","verified1","growth1","NPL4","verified2","growth2",TRUE,"nonessential"
"373","YBR171W","SEC66","verified1","growth1","SEC66","verified2","growth2",TRUE,"nonessential"
"374","YBR172C","SMY2","verified1","growth1","SMY2","verified2","growth2",TRUE,"nonessential"
"375","YBR173C","UMP1","verified1","growth1","UMP1","verified2","growth2",TRUE,"nonessential"
"376","YBR174C","YBR174C","verified1","growth1","YBR174C","verified2","growth2",TRUE,"nonessential"
"377","YBR175W","YBR175W","verified1","growth1","YBR175W","verified2","growth2",TRUE,"nonessential"
"378","YBR176W","ECM31","verified1","growth1","ECM31","verified2","growth2",TRUE,"nonessential"
"379","YBR177C","EHT1","verified1","growth1","EHT1","verified2","growth2",TRUE,"nonessential"
"380","YBR178W","YBR178W","verified1","growth1","YBR178W","verified2","growth2",TRUE,"nonessential"
"381","YBR179C","FZO1","verified1","growth1","FZO1","verified2","growth2",TRUE,"nonessential"
"382","YBR180W","DTR1","verified1","growth1","DTR1","verified2","growth2",TRUE,"nonessential"
"383","YBR181C","RPS6B","verified1","growth1","RPS6B","verified2","growth2",TRUE,"nonessential"
"384","YBR182C","SMP1","verified1","growth1","SMP1","verified2","growth2",TRUE,"nonessential"
"385","YBR183W","YPC1","verified1","growth1","YPC1","verified2","growth2",TRUE,"nonessential"
"386","YBR184W","YBR184W","verified1","growth1","YBR184W","verified2","growth2",TRUE,"nonessential"
"387","YBR185C","MBA1","verified1","growth1","MBA1","verified2","growth2",TRUE,"nonessential"
"388","YBR186W","PCH2","verified1","growth1","PCH2","verified2","growth2",TRUE,"nonessential"
"389","YBR187W","YBR187W","verified1","growth1","YBR187W","verified2","growth2",TRUE,"nonessential"
"390","YBR188C","NTC20","verified1","growth1","NTC20","verified2","growth2",TRUE,"nonessential"
"391","YBR189W","RPS9B","verified1","growth1","RPS9B","verified2","growth2",TRUE,"nonessential"
"392","YBR190W","YBR190W","verified1","nogrowth1","YBR190W","verified2","nogrowth2",TRUE,"essential"
"393","YBR191W","RPL21A","verified1","growth1","RPL21A","verified2","growth2",TRUE,"nonessential"
"394","YBR192W","RIM2","verified1","nogrowth1","RIM2","verified2","nogrowth2",TRUE,"essential"
"395","YBR193C","MED8","verified1","nogrowth1","MED8","verified2","nogrowth2",TRUE,"essential"
"396","YBR194W","YBR194W","verified1","growth1","YBR194W","verified2","growth2",TRUE,"nonessential"
"397","YBR195C","msi1","verified1","growth1","msi1","verified2","growth2",TRUE,"nonessential"
"398","YBR196C","pgi1","verified1","nogrowth1","pgi1","verified2","nogrowth2",TRUE,"essential"
"399","YBR197C","YBR197C","verified1","growth1","YBR197C","verified2","growth2",TRUE,"nonessential"
"400","YBR198C","TAF90","verified1","nogrowth1","TAF90","verified2","nogrowth2",TRUE,"essential"
"401","YBR199W","KTR4","verified1","growth1","KTR4","verified2","growth2",TRUE,"nonessential"
"402","YBR200W","BEM1","verified1","growth1","BEM1","verified2","growth2",TRUE,"nonessential"
"403","YBR201W","DER1","verified1","growth1","DER1","verified2","growth2",TRUE,"nonessential"
"404","YBR202W","CDC47","verified1","nogrowth1","CDC47","verified2","nogrowth2",TRUE,"essential"
"405","YBR203W","YBR203W","verified1","growth1","YBR203W","verified2","growth2",TRUE,"nonessential"
"406","YBR204C","YBR204C","verified1","growth1","YBR204C","verified2","growth2",TRUE,"nonessential"
"407","YBR205W","KTR3","verified1","growth1","KTR3","verified2","growth2",TRUE,"nonessential"
"408","YBR206W","YBR206W","verified1","growth1","YBR206W","verified2","growth2",TRUE,"nonessential"
"409","YBR207W","FTH1","verified1","growth1","FTH1","verified2","growth2",TRUE,"nonessential"
"410","YBR208C","DUR1,2","verified1","growth1","DUR1,2","verified2","growth2",TRUE,"nonessential"
"411","YBR209W","YBR209W","verified1","nogrowth1","YBR209W","verified2","growth2",TRUE,"abnormal"
"412","YBR210W","YBR210W","verified1","growth1","YBR210W","verified2","growth2",TRUE,"nonessential"
"413","YBR211C","AME1","verified1","nogrowth1","AME1","verified2","nogrowth2",TRUE,"essential"
"414","YBR212W","NGR1","verified1","growth1","NGR1","verified2","growth2",TRUE,"nonessential"
"415","YBR213W","met8","questionable1","growth1","met8","verified2","growth2",TRUE,"nonessential"
"416","YBR214W","SDS24","verified1","growth1","SDS24","verified2","growth2",TRUE,"nonessential"
"417","YBR215W","HPC2","verified1","growth1","HPC2","verified2","growth2",TRUE,"nonessential"
"418","YBR216C","YBR216C","verified1","growth1","YBR216C","verified2","growth2",TRUE,"nonessential"
"419","YBR217W","APG12","verified1","growth1","APG12","verified2","growth2",TRUE,"nonessential"
"420","YBR218C","PYC2","verified1","growth1","PYC2","verified2","growth2",TRUE,"nonessential"
"421","YBR219C","YBR219C","verified1","growth1","YBR219C","verified2","growth2",TRUE,"nonessential"
"422","YBR220C","YBR220C","verified1","growth1","YBR220C","verified2","growth2",TRUE,"nonessential"
"423","YBR221C","pdb1","verified1","growth1","pdb1","verified2","growth2",TRUE,"nonessential"
"424","YBR222C","FAT2","verified1","growth1","FAT2","verified2","growth2",TRUE,"nonessential"
"425","YBR223C","YBR223C","verified1","growth1","YBR223C","verified2","growth2",TRUE,"nonessential"
"426","YBR224W","YBR224W","verified1","growth1","YBR224W","verified2","growth2",TRUE,"nonessential"
"427","YBR225W","YBR225W","verified1","growth1","YBR225W","verified2","growth2",TRUE,"nonessential"
"428","YBR226C","YBR226C","verified1","growth1","YBR226C","verified2","growth2",TRUE,"nonessential"
"429","YBR227C","MCX1","verified1","growth1","MCX1","verified2","growth2",TRUE,"nonessential"
"430","YBR228W","YBR228W","verified1","growth1","YBR228W","verified2","growth2",TRUE,"nonessential"
"431","YBR229C","ROT2","verified1","growth1","ROT2","verified2","growth2",TRUE,"nonessential"
"432","YBR230C","YBR230C","verified1","growth1","YBR230C","verified2","growth2",TRUE,"nonessential"
"433","YBR231C","aor1","verified1","growth1","aor1","verified2","growth2",TRUE,"nonessential"
"434","YBR232C","YBR232C","verified1","growth1","YBR232C","verified2","growth2",TRUE,"nonessential"
"435","YBR233W","PBP2","verified1","growth1","PBP2","verified2","growth2",TRUE,"nonessential"
"436","YBR234C","ARC40","verified1","nogrowth1","ARC40","verified2","nogrowth2",TRUE,"essential"
"437","YBR235W","YBR235W","verified1","growth1","YBR235W","verified2","growth2",TRUE,"nonessential"
"438","YBR236C","ABD1","verified1","nogrowth1","ABD1","verified2","nogrowth2",TRUE,"essential"
"439","YBR237W","PRP5","verified1","nogrowth1","PRP5","verified2","nogrowth2",TRUE,"essential"
"441","YBR239C","YBR239C","verified1","growth1","YBR239C","verified2","growth2",TRUE,"nonessential"
"442","YBR240C","THI2","verified1","growth1","THI2","verified2","growth2",TRUE,"nonessential"
"443","YBR241C","YBR241C","verified1","growth1","YBR241C","verified2","growth2",TRUE,"nonessential"
"444","YBR242W","YBR242W","verified1","growth1","YBR242W","verified2","growth2",TRUE,"nonessential"
"445","YBR243C","alg7","verified1","nogrowth1","alg7","verified2","growth2",TRUE,"abnormal"
"446","YBR244W","GPX2","verified1","growth1","GPX2","verified2","growth2",TRUE,"nonessential"
"447","YBR245C","ISW1","verified1","growth1","ISW1","verified2","growth2",TRUE,"nonessential"
"448","YBR246W","YBR246W","verified1","growth1","YBR246W","verified2","growth2",TRUE,"nonessential"
"449","YBR247C","ENP1","verified1","nogrowth1","ENP1","verified2","nogrowth2",TRUE,"essential"
"450","YBR248C","his7","verified1","growth1","his7","verified2","growth2",TRUE,"nonessential"
"451","YBR249C","ARO4","verified1","growth1","ARO4","verified2","growth2",TRUE,"nonessential"
"452","YBR250W","YBR250W","verified1","growth1","YBR250W","verified2","growth2",TRUE,"nonessential"
"453","YBR251W","MRPS5","verified1","growth1","MRPS5","verified2","growth2",TRUE,"nonessential"
"454","YBR252W","DUT1","verified1","nogrowth1","DUT1","verified2","nogrowth2",TRUE,"essential"
"455","YBR253W","SRB6","verified1","nogrowth1","SRB6","verified2","nogrowth2",TRUE,"essential"
"456","YBR254C","TRS20","verified1","nogrowth1","TRS20","verified2","nogrowth2",TRUE,"essential"
"457","YBR255W","YBR255W","verified1","growth1","YBR255W","verified2","growth2",TRUE,"nonessential"
"458","YBR256C","rib5","verified1","nogrowth1","rib5","verified2","nogrowth2",TRUE,"essential"
"459","YBR257W","POP4","verified1","nogrowth1","POP4","verified2","nogrowth2",TRUE,"essential"
"460","YBR258C","YBR258C","verified1","growth1","YBR258C","verified2","growth2",TRUE,"nonessential"
"461","YBR259W","YBR259W","verified1","growth1","YBR259W","verified2","growth2",TRUE,"nonessential"
"462","YBR260C","RGD1","verified1","growth1","RGD1","verified2","growth2",TRUE,"nonessential"
"463","YBR261C","YBR261C","verified1","growth1","YBR261C","verified2","growth2",TRUE,"nonessential"
"464","YBR262C","YBR262C","verified1","growth1","YBR262C","verified2","growth2",TRUE,"nonessential"
"465","YBR263W","SHM1","verified1","growth1","SHM1","verified2","growth2",TRUE,"nonessential"
"466","YBR264C","YPT10","verified1","growth1","YPT10","verified2","growth2",TRUE,"nonessential"
"467","YBR265W","TSC10","verified1","nogrowth1","TSC10","verified2","nogrowth2",TRUE,"essential"
"468","YBR266C","YBR266C","verified1","growth1","YBR266C","verified2","growth2",TRUE,"nonessential"
"469","YBR267W","YBR267W","verified1","growth1","YBR267W","verified2","growth2",TRUE,"nonessential"
"470","YBR268W","MRPL37","verified1","growth1","MRPL37","verified2","growth2",TRUE,"nonessential"
