gene	orf	no. of probes	measurments	F-statistic	-log(p-value)	difference	YPD	YPDGE	YPE	YPL	YPG
GIP1	YBR045C	4	44	0.28900	0.05398	0.01327	0.98622	0.99926	0.99202	0.99563	0.98599
ZTA1	YBR046C	2	22	2.35439	0.99684	0.03758	1.00393	1.00723	1.01874	1.02880	0.99122
YBR047W	YBR047W	2	21	1.33816	0.51652	0.03510	1.02690	1.03452	1.06199	1.03873	1.03088
RPS11B	YBR048W	4	44	0.80719	0.27653	0.02105	0.98813	0.98861	1.00772	1.00917	0.99345
REB1	YBR049C	2	22	3.99814	1.67621	0.08034	1.02581	1.03812	1.07564	1.10615	1.04188
REG2	YBR050C	4	44	3.79333	1.93828	0.05117	0.96213	0.95981	0.92168	0.94609	0.97285
YBR051W	YBR051W	1	11	0.18003	0.02725	0.01610	1.00331	1.00712	0.99103	1.00506	1.00181
YBR052C	YBR052C	2	22	0.64401	0.19416	0.03598	0.96118	0.95040	0.93845	0.93316	0.96914
YBR053C	YBR053C	2	22	1.25303	0.47986	0.04548	0.96765	0.96979	0.92432	0.94809	0.96497
YRO2	YBR054W	3	30	2.28642	1.03438	0.05116	1.01022	1.00848	1.05963	1.02528	1.02238
prp6	YBR055C	4	44	0.15343	0.01764	0.01986	1.00452	1.00487	1.01310	1.02006	1.00020
YBR056W	YBR056W	3	33	0.26783	0.04776	0.01732	0.99658	1.00662	1.01390	1.01337	1.00292
MUM2	YBR057C	4	43	1.12565	0.44280	0.04408	0.99227	1.00135	1.02082	1.03635	1.01231
UBP14	YBR058C	4	44	1.55637	0.68279	0.03796	0.98027	0.98594	0.94945	0.97009	0.98741
AKL1	YBR059C	2	22	1.26326	0.48479	0.04269	0.98319	1.00016	1.00122	0.98656	1.02587
ORC2	YBR060C	3	33	12.46724	4.98482	0.09069	0.95876	0.97140	1.02490	1.04945	0.99410
YBR061C	YBR061C	4	44	1.96860	0.91757	0.03087	1.00511	1.00156	1.02821	1.02326	0.99734
YBR062C	YBR062C	4	44	1.07418	0.41564	0.02336	1.01696	1.01457	1.03193	1.03264	1.00928
YBR063C	YBR063C	4	44	4.71232	2.42163	0.04117	1.01312	1.02737	1.04989	1.04716	1.00872
YBR064W	YBR064W	4	43	5.32489	2.71330	0.05880	1.02261	1.03543	1.07770	1.05892	1.01889
ECM2	YBR065C	4	44	2.31421	1.11505	0.04140	0.98207	0.97295	0.96445	0.94067	0.95986
nrg2	YBR066C	4	44	0.21748	0.03296	0.01794	0.99412	0.99764	0.99722	0.97970	0.98312
TIP1	YBR067C	4	44	0.81396	0.27993	0.03032	1.01873	1.02452	1.04389	1.03216	1.01357
BAP2	YBR068C	4	44	0.83538	0.29074	0.03957	1.02925	1.03059	1.04819	1.03227	1.00862
TAT1	YBR069C	4	44	0.29918	0.05726	0.01810	1.00645	0.99492	1.00901	1.00305	0.99092
YBR070C	YBR070C	2	22	0.32956	0.06865	0.04002	1.02643	1.01818	1.01622	1.00765	0.98641
YBR071W	YBR071W	4	44	0.88766	0.31742	0.02124	1.00110	0.99574	0.99297	0.97986	0.98721
HSP26	YBR072W	4	44	1.02718	0.39050	0.02905	0.99159	0.99804	0.98617	0.98143	0.96898
RDH54	YBR073W	4	44	0.87762	0.31226	0.02789	1.00554	1.01746	1.02786	1.00777	0.99997
YBR074W	YBR074W	4	44	0.32837	0.06702	0.01716	0.99880	0.99115	0.99074	0.98165	0.99469
YBR075W	YBR075W	3	31	0.41720	0.09991	0.02460	1.01066	1.00704	1.02506	1.00598	1.00047
ECM8	YBR076W	4	41	1.08460	0.41952	0.03379	0.98891	0.98096	1.01019	0.97640	1.00360
YBR077C	YBR077C	3	33	1.64171	0.70979	0.07285	1.03016	1.03288	1.08114	1.05623	1.00829
ECM33	YBR078W	2	22	1.24512	0.47606	0.06416	0.89688	0.88814	0.86480	0.85513	0.91928
RPG1	YBR079C	4	44	0.94313	0.34618	0.03744	1.01496	1.01305	1.03676	1.03366	0.99931
SEC18	YBR080C	4	44	3.05348	1.53253	0.05688	0.95857	0.95537	0.91935	0.93132	0.97623
spt7	YBR081C	2	22	5.33661	2.15000	0.06757	1.02215	1.00379	1.05137	1.07136	1.00901
ubc4	YBR082C	2	22	1.31865	0.51146	0.04243	0.95870	0.95589	0.92839	0.93710	0.97081
tec1	YBR083W	4	44	1.01417	0.38359	0.03461	1.01641	1.01036	1.04497	1.04172	1.01078
RPL19A	YBR084C-A	4	44	8.51712	4.18249	0.07977	0.97455	0.96581	1.04227	1.04558	1.01066
mis1	YBR084W	4	44	0.62698	0.18948	0.02581	0.98483	0.97746	0.95988	0.96188	0.98569
AAC3	YBR085W	2	22	0.54266	0.15060	0.02960	1.02474	1.02220	1.03588	1.02601	1.00628
IST2	YBR086C	4	44	0.49006	0.12903	0.01483	0.98509	0.98364	0.97193	0.97026	0.98498
RFC5	YBR087W	4	44	2.37660	1.15061	0.05094	0.96474	0.97271	0.93339	0.93427	0.98433
pol30	YBR088C	4	42	1.15057	0.45562	0.03737	0.99212	0.97296	0.99997	1.01033	0.98327
YBR089W	YBR089W	4	44	5.12015	2.62854	0.05077	1.03750	1.03563	1.08092	1.08640	1.03630
YBR090C	YBR090C	4	44	2.23594	1.07038	0.05500	1.02859	1.00803	1.02228	1.03942	0.98442
YBR090C-A	YBR090C-A	4	44	0.46272	0.11773	0.01939	1.01542	1.00788	0.99603	1.00921	1.00223
MRS5	YBR091C	4	44	2.44470	1.18938	0.03707	0.98380	0.95591	0.94673	0.97039	0.95770
PHO3	YBR092C	4	44	0.43601	0.10698	0.02001	1.01339	1.00540	1.00525	1.00813	0.99338
PHO5	YBR093C	4	44	2.46377	1.20023	0.02182	0.99359	0.98729	0.97177	0.97241	0.98233
YBR094W	YBR094W	4	44	5.49947	2.81681	0.05814	1.03715	1.03731	1.08945	1.08968	1.03154
YBR095C	YBR095C	4	44	8.36893	4.12046	0.08454	0.96111	0.94311	0.87657	0.91703	0.92543
YBR096W	YBR096W	2	22	1.79218	0.73767	0.02969	0.98699	0.97563	0.96160	0.95730	0.98501
vps15	YBR097W	3	19	13.61092	3.51333	0.16762	0.81279	0.82545	0.71586	0.75610	0.88348
MMS4	YBR098W	4	44	0.73007	0.23842	0.02518	0.96092	0.96734	0.95574	0.95356	0.97874
YBR099C	YBR099C	4	44	1.92119	0.89047	0.03871	0.98705	0.98028	0.94835	0.95912	0.98615
YBR100W	YBR100W	4	44	0.04182	0.00151	0.00825	0.99307	0.99807	0.99325	0.99587	0.98982
YBR101C	YBR101C	2	22	2.59264	1.10265	0.05728	0.94064	0.93603	0.99018	0.98157	0.93291
EXO84	YBR102C	2	22	1.33459	0.51914	0.03556	1.01381	1.01642	1.01270	1.02626	0.99070
SIF2	YBR103W	2	22	7.26307	2.73484	0.09197	0.86473	0.90833	0.81636	0.85774	0.87730
YMC2	YBR104W	4	44	1.83115	0.83904	0.02730	1.01117	1.01292	1.00719	1.02244	0.99514
VID24	YBR105C	0	0								
PHO88	YBR106W	4	44	1.69456	0.76119	0.02644	1.01203	1.00975	1.02539	1.02203	0.99896
IML3	YBR107C	4	44	0.72164	0.23432	0.02779	0.97104	0.98108	0.95329	0.96265	0.97567
YBR108W	YBR108W	2	22	3.16688	1.34731	0.07163	1.02819	1.03387	1.06910	1.07804	1.00642
cmd1	YBR109C	2	22	1.52354	0.60992	0.06632	0.94031	0.94068	0.91358	0.91666	0.97990
alg1	YBR110W	4	44	0.85070	0.29851	0.03921	0.94465	0.94066	0.95870	0.91949	0.95598
YSA1	YBR111C	4	44	2.79652	1.38855	0.08434	0.97258	0.96287	1.03767	0.95333	0.95563
cyc8	YBR112C	4	44	5.93991	3.03049	0.04846	1.00262	1.01495	1.03040	1.03653	0.98808
YBR113W	YBR113W	4	44	1.02660	0.39019	0.03546	0.99802	0.99759	1.00131	1.01544	0.97998
rad16	YBR114W	4	44	0.36881	0.08134	0.03257	0.96884	0.98049	0.98568	1.00141	0.98485
lys2	YBR115C	4	44	0.66709	0.20822	0.01858	0.99498	0.99112	0.97640	0.99350	0.98434
YBR116C	YBR116C	4	44	2.95448	1.47723	0.04239	0.99175	0.98261	0.94936	0.96044	0.97735
TKL2	YBR117C	4	44	2.32264	1.11985	0.03628	1.01752	1.01406	1.02508	1.03089	0.99461
TEF2	YBR118W	3	21	3.22941	1.32041	0.19460	0.78760	0.67658	0.59300	0.65345	0.74437
MUD1	YBR119W	3	33	4.63054	2.20893	0.07535	0.98557	0.99058	1.01083	1.02915	0.95380
CBP6	YBR120C	4	44	1.19276	0.47996	0.02394	0.99828	1.00335	0.97941	0.99730	0.98769
GRS1	YBR121C	4	44	3.81231	1.94849	0.06530	1.02851	1.01573	1.05213	1.07199	1.00669
MRPL36	YBR122C	0	0								
TFC1	YBR123C	2	22	0.64083	0.19276	0.02703	1.01267	0.99749	0.99170	0.98564	0.99717
YBR124W	YBR124W	4	44	0.57193	0.16447	0.01078	0.99644	0.99783	0.99556	0.99841	0.98763
PTC4	YBR125C	4	44	3.19017	1.60853	0.06192	1.03961	1.02216	1.06227	1.07526	1.01334
TPS1	YBR126C	4	44	1.48013	0.63976	0.03780	0.98013	0.96835	0.95899	0.95634	0.99414
VMA2	YBR127C	4	44	0.18599	0.02497	0.01887	0.99860	0.99018	0.97973	0.99393	0.99049
APG14	YBR128C	4	44	1.69221	0.75985	0.03630	0.97336	0.96672	0.93751	0.93706	0.96950
OPY1	YBR129C	4	44	2.83182	1.40841	0.05408	0.92637	0.90962	0.87229	0.89189	0.89922
SHE3	YBR130C	4	44	3.07335	1.54361	0.04851	0.98892	0.96911	0.94304	0.94041	0.98256
CCZ1	YBR131W	2	22	6.91995	2.63778	0.07031	1.01811	1.02543	1.07340	1.06936	1.00309
AGP2	YBR132C	4	42	6.98897	3.46443	0.06314	1.03051	1.02824	1.07357	1.09138	1.03385
HSL7	YBR133C	3	33	1.12334	0.43425	0.04136	0.89929	0.85793	0.87078	0.86982	0.87245
YBR134W	YBR134W	4	44	0.77438	0.26018	0.02677	0.96886	0.96657	0.97385	0.99334	0.98403
cks1	YBR135W	3	33	1.00244	0.37175	0.03328	0.99896	0.99027	0.98128	0.96568	0.98168
MEC1	YBR136W	4	44	1.25179	0.51240	0.03276	1.01362	1.01313	1.02075	1.01917	0.98800
YBR137W	YBR137W	4	36	3.43845	1.66909	0.05292	1.01412	1.02108	1.06704	1.01687	1.02879
HDR1	YBR138C	4	44	0.32975	0.06749	0.01519	0.98158	0.98185	0.98763	0.97244	0.98083
YBR139W	YBR139W	3	33	0.44887	0.11227	0.03402	1.01325	1.00924	1.04326	1.02860	1.01780
ira1	YBR140C	4	44	1.78271	0.81140	0.02364	0.98581	0.97177	0.96438	0.96217	0.96683
YBR141C	YBR141C	4	40	0.15015	0.01704	0.01051	1.00252	0.99982	1.00998	0.99947	1.00315
mak5	YBR142W	3	33	0.36318	0.07965	0.02361	0.99764	0.99405	1.01766	1.01571	0.99619
sup45	YBR143C	3	33	0.27885	0.05117	0.02396	0.98470	0.96854	0.97100	0.96583	0.98979
YBR144C	YBR144C	4	40	0.88824	0.31648	0.03167	1.00332	1.00045	1.03212	1.00976	1.00066
ADH5	YBR145W	4	44	0.74053	0.24352	0.03343	1.02048	1.01366	1.03077	1.01485	0.99734
MRPS9	YBR146W	4	44	1.28391	0.53014	0.05267	1.02699	1.00785	1.01915	1.00952	0.97432
YBR147W	YBR147W	4	44	1.61223	0.71442	0.03144	0.98903	0.98745	1.00818	1.00552	0.97675
YSW1	YBR148W	3	33	1.89217	0.84414	0.02467	1.00844	1.01344	1.02986	1.03311	1.02354
ARA1	YBR149W	4	44	0.39656	0.09167	0.02161	0.96536	0.97217	0.96545	0.95056	0.96830
TBS1	YBR150C	4	44	1.66425	0.74395	0.03656	1.01290	1.01186	1.03480	1.02644	0.99824
APD1	YBR151W	4	44	2.91116	1.45296	0.04191	1.00834	1.00708	1.04304	1.03717	1.00113
SPP381	YBR152W	2	22	4.79871	1.96718	0.05483	1.00989	1.00189	1.05202	1.03935	0.99719
rib7	YBR153W	4	44	0.83509	0.29059	0.02327	1.02177	1.01281	1.01651	0.99850	1.00428
rpb5	YBR154C	2	22	13.42572	4.12015	0.13951	0.92268	0.92763	1.05682	1.06219	1.00042
CNS1	YBR155W	4	44	1.42216	0.60719	0.03876	0.96779	0.96814	0.94208	0.94581	0.98084
SLI15	YBR156C	2	22	0.46510	0.11895	0.01781	0.95322	0.95222	0.94562	0.94982	0.93542
ICS2	YBR157C	2	22	1.19587	0.45235	0.06390	0.95662	0.95098	0.89272	0.91374	0.95439
CST13	YBR158W	3	33	0.60946	0.18071	0.02399	0.99925	1.00061	1.01258	1.02324	1.00870
YBR159W	YBR159W	4	44	0.61237	0.18276	0.04204	0.99308	0.97743	0.95104	0.97087	0.97179
cdc28	YBR160W	4	44	0.47076	0.12102	0.02729	0.97889	0.97413	0.97437	0.98440	1.00142
YBR161W	YBR161W	2	22	1.84305	0.76162	0.04703	1.03188	1.02639	1.04525	1.04457	0.99822
TOS1	YBR162C	2	22	3.27032	1.38983	0.04938	0.97006	0.97247	0.94965	0.92309	0.95559
YSY6	YBR162W-A	4	44	2.37806	1.15144	0.03336	0.98303	0.98516	0.95181	0.95645	0.97943
DEM1	YBR163W	2	22	0.39477	0.09192	0.04639	1.04658	1.03820	1.04227	1.06201	1.01561
ARL1	YBR164C	4	44	1.94088	0.90173	0.03897	1.01175	1.01790	1.04086	1.05073	1.01367
UBS1	YBR165W	4	44	0.77605	0.26101	0.02349	1.01110	1.01017	1.01605	1.00788	0.99256
tyr1	YBR166C	4	44	0.04967	0.00211	0.00746	0.97777	0.98443	0.98206	0.98522	0.98255
POP7	YBR167C	3	33	1.39927	0.58000	0.02663	1.00211	1.00500	1.02294	1.00353	0.99632
YBR168W	YBR168W	4	44	1.01533	0.38421	0.02286	1.01075	1.00712	1.02120	1.01685	0.99835
SSE2	YBR169C	4	44	3.41083	1.73025	0.04824	0.97957	0.96136	0.93133	0.94265	0.97785
NPL4	YBR170C	2	22	0.04825	0.00212	0.00869	0.99721	0.99993	0.99124	0.99428	0.99282
SEC66	YBR171W	3	33	0.40726	0.09603	0.02370	1.00006	0.99496	0.97670	0.98020	1.00040
SMY2	YBR172C	4	44	0.15357	0.01767	0.00929	0.98875	0.98328	0.98254	0.99183	0.99087
UMP1	YBR173C	3	33	2.15568	0.98483	0.03254	0.97960	0.98107	1.01096	1.01214	0.98479
YBR174C	YBR174C	4	43	1.59771	0.70466	0.05149	1.01813	1.02297	1.02165	1.06962	1.02302
YBR175W	YBR175W	4	44	0.70700	0.22725	0.03152	1.00212	0.99245	0.97060	0.98013	0.98107
ECM31	YBR176W	2	22	0.35085	0.07603	0.04430	1.06118	1.05774	1.03603	1.07612	1.03182
EHT1	YBR177C	4	44	2.39503	1.16111	0.06384	1.00528	0.98398	0.94144	0.97468	0.99628
YBR178W	YBR178W	2	22	0.97964	0.34885	0.05112	1.03455	1.02241	0.98343	1.01412	0.99400
FZO1	YBR179C	4	44	3.54433	1.80329	0.05368	1.00795	0.99735	0.95427	0.97865	0.99381
DTR1	YBR180W	4	44	0.53193	0.14687	0.03222	1.01837	1.02389	0.99167	1.01148	1.01646
RPS6B	YBR181C	2	21	3.50022	1.45408	0.11632	0.93229	0.92023	1.03655	0.97904	0.99548
SMP1	YBR182C	2	22	0.90363	0.31292	0.03594	1.01335	1.02193	1.04597	1.04929	1.02983
YPC1	YBR183W	3	33	0.29884	0.05754	0.01960	0.99173	1.01133	0.99906	1.00706	1.00148
YBR184W	YBR184W	3	33	4.69785	2.23939	0.07608	0.97760	0.96891	0.90152	0.92282	0.96698
MBA1	YBR185C	4	44	4.65905	2.39426	0.05318	0.96176	0.96133	0.90858	0.91478	0.95573
PCH2	YBR186W	4	44	1.77780	0.80860	0.04025	0.99159	1.00283	0.96258	0.98344	0.98443
YBR187W	YBR187W	4	44	2.31623	1.11620	0.03622	0.95864	0.94728	0.92242	0.92344	0.94978
NTC20	YBR188C	4	44	1.62617	0.72233	0.04181	1.00807	1.00152	1.04011	1.04333	1.01248
RPS9B	YBR189W	6	66	7.90089	4.37947	0.05339	0.92522	0.93920	0.97485	0.97861	0.97384
YBR190W	YBR190W	4	44	32.11630	10.54487	0.10478	0.89349	0.91748	0.97775	0.99827	0.96693
RPL21A	YBR191W	6	66	6.24608	3.49084	0.07976	0.90356	0.87464	0.94768	0.95067	0.95440
RIM2	YBR192W	2	22	7.73449	2.86377	0.09284	0.97160	0.96069	0.89146	0.87876	0.90161
MED8	YBR193C	3	33	0.60547	0.17892	0.02040	0.99956	1.00111	1.01213	1.01996	1.00894
YBR194W	YBR194W	4	44	3.99798	2.04795	0.06293	1.02041	1.01656	1.04494	1.05971	0.99678
msi1	YBR195C	4	44	4.49496	2.30945	0.04317	1.01545	1.01682	1.05262	1.05862	1.01743
pgi1	YBR196C	4	44	1.59064	0.70218	0.03940	0.96538	0.96197	0.92598	0.93921	0.96532
YBR197C	YBR197C	4	44	3.20956	1.61927	0.05275	0.95289	0.96369	0.91149	0.93683	0.96423
TAF90	YBR198C	4	44	1.91879	0.88910	0.03401	0.97035	0.95562	0.97395	0.97740	0.98963
KTR4	YBR199W	4	44	0.83826	0.29219	0.02236	1.00692	1.00691	0.99769	1.00407	0.98456
BEM1	YBR200W	2	22	4.13635	1.72816	0.06246	0.98332	0.97074	0.92086	0.92867	0.96417
DER1	YBR201W	2	22	0.90888	0.31539	0.01327	0.99340	0.99393	1.00470	1.00551	0.99224
CDC47	YBR202W	4	40	4.24548	2.12863	0.06068	0.98187	1.00473	1.03815	1.04256	1.04005
YBR203W	YBR203W	4	44	1.14596	0.45443	0.02989	1.01867	1.01661	1.04616	1.04073	1.01627
YBR204C	YBR204C	4	44	0.54933	0.15446	0.02096	0.98608	0.99167	0.97071	0.97665	0.97887
KTR3	YBR205W	4	44	1.73044	0.78161	0.03013	0.98887	0.97970	0.96274	0.95874	0.98101
YBR206W	YBR206W	2	22	3.31227	1.40694	0.05153	0.97836	0.97779	0.93876	0.95332	0.99029
FTH1	YBR207W	4	44	1.43854	0.61638	0.02641	0.99847	0.99574	0.97206	0.98174	0.98708
"DUR1,2"	YBR208C	4	44	1.16747	0.46614	0.02972	0.99560	0.99111	0.97185	0.98352	0.96588
YBR209W	YBR209W	4	44	2.93212	1.46471	0.03557	0.97846	0.96492	0.94289	0.94655	0.96986
YBR210W	YBR210W	4	44	1.24395	0.50808	0.02868	0.99579	0.99123	0.96711	0.97948	0.98724
AME1	YBR211C	4	44	0.62183	0.18711	0.01918	1.01441	1.02244	1.00436	1.00716	1.00327
NGR1	YBR212W	4	44	0.26214	0.04565	0.01754	1.03013	1.02301	1.02213	1.02462	1.01259
met8	YBR213W	0	0								
SDS24	YBR214W	4	44	0.62806	0.18998	0.02657	0.99687	1.00250	0.99798	1.01536	0.98879
HPC2	YBR215W	4	44	2.50818	1.22546	0.04921	0.94255	0.94564	0.90076	0.89643	0.92623
YBR216C	YBR216C	2	22	1.27343	0.48969	0.02446	0.99283	0.99787	1.01139	1.01729	1.00096
APG12	YBR217W	4	44	4.70723	2.41902	0.04974	0.97857	0.97142	0.92883	0.93681	0.97853
PYC2	YBR218C	4	44	0.28454	0.05256	0.01367	0.99750	0.99925	0.98558	0.99158	0.99267
YBR219C	YBR219C	4	44	1.20218	0.48512	0.03777	0.98292	0.97124	0.94514	0.95079	0.97290
YBR220C	YBR220C	4	39	2.72715	1.32144	0.05411	1.02704	1.02804	1.07679	1.08115	1.04198
pdb1	YBR221C	2	22	0.74522	0.23950	0.03071	1.00891	1.01363	1.02987	1.03711	1.00640
FAT2	YBR222C	3	30	0.17843	0.02359	0.01945	1.01813	1.01192	1.03137	1.01661	1.02369
YBR223C	YBR223C	1	10	0.91270	0.27229	0.17792	1.05863	0.98214	1.12778	1.16006	1.08070
YBR224W	YBR224W	2	22	1.47371	0.58603	0.05776	1.04532	1.03681	1.08254	1.09338	1.03562
YBR225W	YBR225W	2	22	2.25561	0.95224	0.04860	0.97612	0.97048	0.92831	0.94665	0.97691
YBR226C	YBR226C	4	44	0.22522	0.03505	0.01483	1.01657	1.01590	1.02022	1.01021	1.00539
MCX1	YBR227C	2	22	0.71525	0.22592	0.02868	1.02405	1.02589	1.03760	1.02678	1.00892
YBR228W	YBR228W	3	33	0.28552	0.05327	0.02525	0.99312	0.99407	1.01837	1.01799	1.00887
ROT2	YBR229C	4	44	1.61694	0.71709	0.02494	0.98014	0.97916	0.95521	0.96901	0.97935
YBR230C	YBR230C	3	33	0.34175	0.07203	0.01871	1.00891	1.01241	0.99370	1.00213	0.99820
aor1	YBR231C	2	22	0.20621	0.03106	0.01545	0.96172	0.96222	0.97717	0.97646	0.97196
YBR232C	YBR232C	4	44	0.16855	0.02092	0.00760	1.00692	1.01406	1.01325	1.00882	1.00647
PBP2	YBR233W	4	44	0.81814	0.28203	0.03869	1.00133	0.97642	0.96264	0.98996	0.98999
ARC40	YBR234C	4	44	0.24723	0.04125	0.01363	0.98318	0.99385	0.98399	0.98618	0.98022
YBR235W	YBR235W	2	22	0.51966	0.14104	0.01832	0.99944	0.99172	0.98112	0.98198	0.99313
ABD1	YBR236C	4	44	0.92515	0.33681	0.04879	0.97951	0.98946	0.94560	0.96446	0.99439
PRP5	YBR237W	4	44	0.93764	0.34331	0.03812	0.99511	0.98182	0.95699	0.97191	0.98659
YBR238C	YBR238C	0	0								
YBR239C	YBR239C	4	44	1.66731	0.74570	0.04363	1.00756	0.99487	0.96393	0.97180	0.99163
THI2	YBR240C	4	44	6.25944	3.18226	0.07213	1.03246	1.02893	1.08832	1.10106	1.03658
YBR241C	YBR241C	4	40	1.17914	0.46952	0.02568	1.00136	1.02229	0.99876	0.99661	1.01706
YBR242W	YBR242W	2	22	1.14585	0.42830	0.03822	1.02751	1.03068	1.02302	1.06061	1.02239
alg7	YBR243C	4	44	0.90117	0.32438	0.01887	1.00602	1.01344	1.00274	1.01928	1.00040
GPX2	YBR244W	4	44	1.78848	0.81469	0.03105	0.99852	0.98803	0.96748	0.97357	0.98249
ISW1	YBR245C	4	44	1.45272	0.62435	0.02789	1.01037	1.01152	1.01764	1.02093	0.99303
YBR246W	YBR246W	4	40	2.84230	1.39059	0.04402	1.01140	1.01955	1.05414	1.05543	1.01624
ENP1	YBR247C	4	44	6.99641	3.52226	0.08490	0.97692	0.99271	1.03802	1.06181	0.99674
his7	YBR248C	2	22	2.49180	1.05817	0.03877	1.00768	1.01152	0.97275	0.99036	1.00419
ARO4	YBR249C	4	44	2.14568	1.01882	0.03192	1.02471	1.02830	1.03684	1.03975	1.00783
YBR250W	YBR250W	3	33	0.06775	0.00390	0.01918	0.99389	0.98852	0.98422	0.99424	1.00340
MRPS5	YBR251W	2	22	3.29689	1.40068	0.06018	1.02227	1.00786	0.98224	0.98986	0.96210
DUT1	YBR252W	2	22	2.05711	0.86137	0.06225	1.03321	1.04602	1.06965	1.09547	1.03708
SRB6	YBR253W	3	33	2.55791	1.19682	0.03961	0.96698	0.97832	0.93871	0.94303	0.97067
TRS20	YBR254C	4	44	0.19742	0.02777	0.02251	0.96854	0.97587	0.95337	0.97365	0.96194
YBR255W	YBR255W	3	33	0.62410	0.18733	0.02488	1.00651	1.00883	0.98395	0.99624	0.98994
rib5	YBR256C	4	44	1.11993	0.44031	0.02613	1.02786	1.02959	1.03601	1.03571	1.00988
POP4	YBR257W	3	33	2.54946	1.19241	0.04990	1.04004	1.04303	1.07529	1.07413	1.02539
YBR258C	YBR258C	2	22	1.11091	0.41153	0.03274	0.96799	0.97043	0.93800	0.94847	0.97074
YBR259W	YBR259W	4	44	2.36815	1.14580	0.04081	0.98382	0.97074	0.94301	0.95368	0.96701
RGD1	YBR260C	4	44	0.22615	0.03530	0.01938	1.00278	1.00765	0.98827	0.99529	0.99327
YBR261C	YBR261C	3	33	1.36230	0.56030	0.04037	1.03376	1.02412	1.05854	1.04664	1.01817
YBR262C	YBR262C	2	22	1.38792	0.54480	0.03435	0.98172	0.98219	0.95003	0.95200	0.98439
SHM1	YBR263W	2	22	3.02029	1.28625	0.05001	1.00469	0.98347	0.95468	0.97837	0.98284
YPT10	YBR264C	2	22	4.61263	1.90164	0.05909	1.02386	1.04308	1.04625	1.07579	1.01670
TSC10	YBR265W	3	30	0.78536	0.26208	0.03034	0.93186	0.93029	0.95498	0.92464	0.92698
YBR266C	YBR266C	4	44	7.24999	3.63612	0.06642	1.00757	1.02000	1.05391	1.07039	1.00397
YBR267W	YBR267W	4	44	3.85117	1.96939	0.03979	0.98229	0.99562	1.01614	1.02207	0.99886
MRPL37	YBR268W	4	44	1.28963	0.53331	0.03183	1.02410	1.03223	1.05385	1.05190	1.02202
YBR269C	YBR269C	4	43	2.35277	1.13332	0.04601	1.04591	1.05627	1.09157	1.09192	1.06062
YBR270C	YBR270C	4	44	1.41626	0.60388	0.03223	1.01369	1.02793	1.04592	1.02807	1.02657
YBR271W	YBR271W	2	22	0.28312	0.05338	0.02558	1.05245	1.05952	1.07803	1.07737	1.07289
HSM3	YBR272C	2	22	1.37914	0.54058	0.05350	1.01618	1.04179	1.05579	1.06968	1.05100
YBR273C	YBR273C	2	22	0.81786	0.27287	0.02137	0.99278	1.00278	1.01415	1.01090	1.00458
CHK1	YBR274W	0	0								
RIF1	YBR275C	4	44	1.88860	0.87185	0.03641	0.97413	0.98783	0.95191	0.95181	0.98822
PPS1	YBR276C	4	40	0.03676	0.00118	0.00958	1.02077	1.03035	1.02805	1.02812	1.02641
YBR277C	YBR277C	1	11	0.71890	0.21161	0.04859	1.01405	1.03489	1.03514	1.06263	1.04666
DPB3	YBR278W	3	31	3.71716	1.74877	0.07639	0.98116	0.99388	0.94490	0.91750	0.98205
PAF1	YBR279W	1	11	0.15412	0.02093	0.03590	0.96353	0.98167	0.97514	0.95617	0.99207
YBR280C	YBR280C	2	22	0.16596	0.02119	0.01734	1.00455	1.01090	1.00228	0.99485	1.01219
YBR281C	YBR281C	4	44	1.34677	0.56506	0.02738	0.98839	1.00068	0.97329	0.97692	0.98374
MRPL27	YBR282W	3	33	0.53672	0.14871	0.02502	1.01612	1.03261	1.01774	1.02395	1.00759
SSH1	YBR283C	4	44	0.79782	0.27184	0.02037	0.98181	0.99495	0.97458	0.98409	0.98783
YBR284W	YBR284W	4	44	0.85616	0.30129	0.02997	1.01025	1.04008	1.04022	1.02666	1.01693
YBR285W	YBR285W	2	22	0.41620	0.09997	0.03132	1.02427	1.04107	1.05093	1.02975	1.01960
APE3	YBR286W	4	44	5.70889	2.91906	0.06597	0.97323	0.98751	0.92678	0.92154	0.96975
YBR287W	YBR287W	4	44	0.37979	0.08538	0.01949	1.00737	1.02045	1.02685	1.02160	1.01539
APM3	YBR288C	4	44	3.67768	1.87579	0.05563	1.03616	1.06084	1.09179	1.08984	1.04630
SNF5	YBR289W	4	44	1.44946	0.62251	0.01861	1.01391	1.03252	1.02495	1.02656	1.02704
BSD2	YBR290W	2	22	1.26322	0.48477	0.04542	1.05095	1.06374	1.05039	1.04202	1.01832
CTP1	YBR291C	4	44	1.21216	0.49059	0.04624	0.99955	1.01435	0.97710	0.96812	0.99866
YBR292C	YBR292C	4	44	3.85795	1.97303	0.02849	1.00996	1.01891	0.99700	0.99042	0.99541
YBR293W	YBR293W	4	44	3.39958	1.72407	0.04770	1.01742	1.04297	1.06511	1.05224	1.01934
SUL1	YBR294W	4	44	1.96056	0.91297	0.01859	1.00582	1.02440	1.02342	1.01879	1.02226
PCA1	YBR295W	2	22	2.35969	0.99922	0.02514	0.97663	0.97937	0.96594	0.96163	0.95423
PHO89	YBR296C	2	22	1.35215	0.52759	0.04887	1.01729	1.03782	1.06615	1.05533	1.04675
