gene	orf	no. of probes	measurments	F-statistic	-log(p-value)	difference	YPD	YPDGE	YPE	YPL	YPG
SSU72	YNL222W	4	44	1.11918	0.43990	0.03159	0.99678	1.02837	1.02348	1.01266	1.01243
AUT2	YNL223W	2	22	0.30998	0.06207	0.03940	0.87249	0.87913	0.87451	0.90910	0.86971
YNL224C	YNL224C	2	22	2.89785	1.23452	0.02888	0.99784	1.00787	1.02672	1.00717	1.02583
CNM67	YNL225C	4	44	3.58163	1.82362	0.06063	1.01408	1.04161	1.07471	1.05708	1.03382
YNL226W	YNL226W	4	44	1.54850	0.67834	0.02955	0.98542	1.00787	0.99737	0.97832	1.00171
YNL227C	YNL227C	4	44	3.40735	1.72834	0.05387	0.93956	0.95125	0.89738	0.90153	0.95027
YNL228W	YNL228W	4	44	0.72589	0.23639	0.03096	0.98906	0.99926	1.02002	1.00937	0.99322
ure2	YNL229C	2	22	2.43556	1.03317	0.06758	1.01626	1.03798	1.07858	1.08241	1.01483
ELA1	YNL230C	2	22	1.85426	0.76689	0.04866	1.01248	1.02279	1.03559	1.06114	1.03414
PDR16	YNL231C	2	22	0.21651	0.03380	0.01994	0.98393	0.98336	0.97406	0.97758	0.99400
CSL4	YNL232W	2	22	4.86231	1.98930	0.07595	0.98630	1.00539	1.06225	1.04551	1.00934
BNI4	YNL233W	4	44	4.58608	2.35664	0.06960	1.03766	1.04875	1.10726	1.09550	1.04363
YNL234W	YNL234W	0	0								
YNL235C	YNL235C	2	22	0.92058	0.32090	0.02519	1.02291	1.02998	1.02538	1.02246	1.00479
sin4	YNL236W	2	22	1.22577	0.46674	0.03572	1.01210	1.02152	0.99200	1.00064	0.98580
YTP1	YNL237W	4	44	0.40445	0.09467	0.01762	0.99156	0.99831	0.98634	0.98069	0.99513
kex2	YNL238W	3	30	0.35488	0.07684	0.02936	0.98419	0.98671	1.00239	0.97303	0.99621
lap3	YNL239W	3	33	1.03567	0.38881	0.03243	1.02593	1.04639	1.05836	1.05764	1.02940
NAR1	YNL240C	2	22	0.15475	0.01870	0.01612	1.00377	1.01621	1.01989	1.01490	1.01817
zwf1	YNL241C	4	44	0.86687	0.30676	0.02574	1.01758	1.03643	1.04289	1.03776	1.01715
SPO72	YNL242W	4	44	0.23239	0.03703	0.02313	1.01835	1.03178	1.04148	1.03504	1.02590
SLA2	YNL243W	4	44	1.05905	0.40752	0.03060	0.99464	1.00675	0.98996	0.97615	0.99940
sui1	YNL244C	2	22	1.91412	0.79493	0.06317	1.03254	1.06529	1.09107	1.09570	1.06718
YNL245C	YNL245C	2	22	2.05516	0.86046	0.04390	0.95449	0.98172	0.98253	0.95305	0.99696
YNL246W	YNL246W	2	22	3.31148	1.40662	0.06047	0.98729	1.00294	1.04776	1.02141	1.01394
YNL247W	YNL247W	2	22	3.90968	1.64256	0.05003	0.97943	0.98255	0.96365	0.94106	0.99109
RPA49	YNL248C	4	44	2.06049	0.97011	0.03740	0.98169	0.99956	1.01685	0.99481	1.01909
MPA43	YNL249C	4	44	2.61633	1.28680	0.04566	1.05203	1.06015	1.09769	1.09294	1.06130
rad50	YNL250W	4	44	1.56216	0.68606	0.03093	1.00506	1.01564	1.02544	0.99450	1.02491
NRD1	YNL251C	4	44	0.77141	0.25871	0.03321	1.02985	1.04798	1.06307	1.05373	1.04658
MRPL17	YNL252C	2	22	4.92920	2.01242	0.07484	1.03475	1.02562	0.97298	0.95991	0.98358
YNL253W	YNL253W	4	44	1.35979	0.57231	0.02493	1.00838	1.01647	1.01221	0.99154	1.00830
YNL254C	YNL254C	2	22	1.15582	0.43309	0.02602	1.00849	1.01061	1.02360	0.99759	1.00439
GIS2	YNL255C	4	44	3.33302	1.68746	0.04500	1.04532	1.05756	1.09032	1.07094	1.05062
fol1	YNL256W	4	44	2.45334	1.19429	0.03102	1.00509	1.01186	1.02936	1.00467	1.03569
SIP3	YNL257C	3	33	5.55432	2.61432	0.06801	1.02714	1.03720	1.09515	1.07933	1.04861
YNL258C	YNL258C	4	44	0.82665	0.28632	0.02483	1.01122	1.01411	1.03605	1.01976	1.02747
ATX1	YNL259C	4	39	0.37004	0.08194	0.01966	1.00321	1.02050	1.02287	1.01571	1.01821
YNL260C	YNL260C	4	44	4.23830	2.17527	0.05440	0.98150	1.03590	1.01376	1.00686	1.02526
ORC5	YNL261W	4	44	3.25358	1.64363	0.04484	0.98273	0.99297	0.95808	0.95225	0.99708
pol2	YNL262W	4	44	5.96834	3.04410	0.03961	0.99868	1.00930	0.97399	0.96969	0.99943
YIF1	YNL263C	2	22	1.42478	0.56253	0.04955	0.97502	0.98671	0.95129	0.94679	0.99633
PDR17	YNL264C	2	22	1.60987	0.65118	0.03638	0.99851	1.01176	0.99233	0.98257	1.01895
IST1	YNL265C	4	44	5.43972	2.78742	0.03707	0.99751	1.01793	1.03458	1.02453	1.00963
YNL266W	YNL266W	4	40	1.02948	0.38972	0.03655	0.99816	1.02745	1.03471	1.03431	1.03157
PIK1	YNL267W	4	44	5.51285	2.82338	0.04875	0.99270	1.01025	1.04144	1.03709	1.03769
LYP1	YNL268W	7	77	1.40234	0.61423	0.02644	0.99450	0.99524	1.01772	1.02094	1.01511
YNL269W	YNL269W	4	44	0.83187	0.28896	0.01959	0.99382	1.01341	1.00514	0.99713	0.99867
ALP1	YNL270C	4	44	1.99321	0.93164	0.05190	0.97105	0.98314	0.95295	0.94470	0.99660
bni1	YNL271C	2	22	0.28961	0.05544	0.01143	1.01411	1.01537	1.01981	1.02132	1.02553
sec2	YNL272C	4	44	2.57392	1.26277	0.02185	0.98968	0.99698	0.98535	0.97514	0.99613
TOF1	YNL273W	4	44	4.34646	2.23204	0.05104	0.98701	0.99153	0.95688	0.94939	1.00042
YNL274C	YNL274C	4	44	3.14568	1.58384	0.04411	1.01190	1.01568	1.05143	1.05515	1.01104
YNL275W	YNL275W	4	44	2.63167	1.29548	0.03385	0.96826	0.98737	0.96574	0.97547	0.99959
YNL276C	YNL276C	2	22	1.28234	0.49398	0.03388	0.99481	1.00114	1.02869	1.02848	1.01120
met2	YNL277W	2	22	0.76586	0.24892	0.05287	0.97553	0.99138	0.95111	0.96407	1.00398
CAF120	YNL278W	4	44	0.42096	0.10106	0.01906	0.99694	1.01600	1.00640	1.00106	1.01038
PRM1	YNL279W	2	22	1.14389	0.42736	0.02538	1.01395	1.03750	1.02618	1.01212	1.02593
ERG24	YNL280C	2	22	1.42264	0.56150	0.01736	1.00103	1.01798	1.00961	1.00062	1.01112
HCH1	YNL281W	2	22	0.68926	0.21424	0.03736	1.02682	1.03698	1.06380	1.06418	1.04303
POP3	YNL282W	2	22	2.16119	0.90921	0.03882	0.96456	1.00338	0.98837	0.96674	0.98047
WSC2	YNL283C	4	44	1.38231	0.58488	0.03047	0.98833	1.00696	1.01880	1.01021	1.00282
MRPL10	YNL284C	4	44	0.65192	0.20108	0.02467	0.95859	0.94613	0.93392	0.94119	0.94464
YNL285W	YNL285W	3	33	2.74282	1.29282	0.02828	1.01146	1.01278	0.98450	1.00211	1.01215
CUS2	YNL286W	4	44	0.47840	0.12418	0.01615	1.01823	1.03438	1.03355	1.02018	1.01874
SEC21	YNL287W	4	41	1.16430	0.46231	0.03294	1.01233	1.02905	1.04527	1.03899	1.03936
CAF40	YNL288W	4	44	0.58323	0.16953	0.02338	0.98928	1.00696	0.99575	0.99703	1.01266
PCL1	YNL289W	4	40	1.68490	0.74814	0.05625	1.00920	1.02515	1.06545	1.02380	1.03584
RFC3	YNL290W	4	44	0.15342	0.01764	0.01736	0.99865	1.01074	1.00771	1.00196	1.01601
MID1	YNL291C	4	44	2.20708	1.05390	0.02423	0.99375	1.01272	1.01798	1.01426	1.01215
PUS4	YNL292W	4	44	0.30210	0.05821	0.01526	1.00651	1.02177	1.01643	1.01599	1.01994
MSB3	YNL293W	4	44	0.08428	0.00580	0.00791	1.01110	1.01344	1.00554	1.00646	1.00632
YNL294C	YNL294C	4	44	0.16626	0.02041	0.01703	1.01373	1.02247	1.01539	1.00545	1.01737
YNL295W	YNL295W	4	40	0.82026	0.28217	0.04337	1.01180	1.02109	1.04858	1.05516	1.03899
YNL296W	YNL296W	4	44	0.71394	0.23060	0.02991	0.99831	1.00379	0.99267	0.97806	1.00796
MON2	YNL297C	4	41	0.59406	0.17428	0.02808	1.01408	1.02121	1.04216	1.02291	1.02615
CLA4	YNL298W	3	33	1.28697	0.52030	0.02992	1.01796	1.04682	1.04788	1.04029	1.02912
TRF5	YNL299W	4	44	1.15122	0.45729	0.02928	1.01595	1.03135	1.04347	1.04523	1.02200
TOS6	YNL300W	3	33	0.45295	0.11390	0.03119	1.02071	1.02113	1.05190	1.03379	1.03735
RPL18B	YNL301C	4	44	1.02756	0.39071	0.02922	0.99650	1.01448	1.02571	1.01297	1.01589
RPS19B	YNL302C	4	35	8.18343	3.68468	0.08644	0.82021	0.80271	0.82866	0.83020	0.88915
YNL303W	YNL303W	4	44	2.89833	1.44577	0.04121	0.98006	0.99660	0.97360	0.96003	1.00124
YPT11	YNL304W	3	33	0.21464	0.03254	0.02236	1.02467	1.04126	1.04703	1.03609	1.03898
YNL305C	YNL305C	2	22	1.24300	0.47503	0.05703	1.06116	1.05739	1.11137	1.09144	1.05434
YNL306W	YNL306W	4	44	0.96129	0.35568	0.03343	0.98037	0.99897	0.97240	0.97709	1.00583
MCK1	YNL307C	2	22	1.15315	0.43181	0.05395	1.05755	1.06306	1.09357	1.07168	1.03963
KRI1	YNL308C	4	44	5.28398	2.71034	0.08624	0.98429	0.99045	1.07053	0.99406	0.99955
STB1	YNL309W	4	44	2.17604	1.03616	0.03644	0.98770	0.99526	0.98793	0.97026	1.00670
YNL310C	YNL310C	4	41	1.26001	0.51431	0.04091	1.00128	1.01336	1.04219	1.00995	1.02028
YNL311C	YNL311C	4	44	2.37004	1.14688	0.03264	1.02878	1.04111	1.06142	1.05912	1.04098
RFA2	YNL312W	2	22	8.67979	3.10825	0.05180	1.00605	1.01069	0.97609	0.95889	1.00515
YNL313C	YNL313C	4	39	4.22278	2.10314	0.06775	0.84614	0.86262	0.82144	0.80028	0.86803
DAL82	YNL314W	2	14	8.12902	2.04203	0.12988	0.82478	0.69490	0.72336	0.70979	0.81906
ATP11	YNL315C	7	77	2.22941	1.12258	0.03061	0.99733	0.99149	1.01168	1.01928	0.98867
pha2	YNL316C	4	44	4.14246	2.12469	0.03270	0.97662	1.00350	0.99524	0.97779	1.00932
PFS2	YNL317W	1	11	4.59091	1.20191	0.17214	0.96598	0.98174	1.13811	1.00920	1.02675
HXT14	YNL318C	4	44	3.04982	1.53049	0.03019	0.99700	1.00858	0.98812	0.98734	1.01753
YNL319W	YNL319W	4	44	1.04220	0.39851	0.03053	0.97723	1.00117	1.00398	0.98859	1.00776
YNL320W	YNL320W	4	44	0.66621	0.20780	0.03514	1.00912	1.02945	1.04426	1.02665	1.03648
YNL321W	YNL321W	4	44	1.87781	0.86569	0.02329	1.01365	1.03212	1.03040	1.00883	1.03185
kre1	YNL322C	4	44	2.18170	1.03940	0.02619	0.99740	1.01586	1.02359	1.00476	1.01802
LEM3	YNL323W	4	44	5.58061	2.85657	0.04873	1.00304	1.03067	1.05023	1.03411	1.05177
YNL324W	YNL324W	4	44	4.04347	2.07218	0.04860	0.98701	1.00985	0.98307	0.99287	1.03166
FIG4	YNL325C	4	44	4.09166	2.09777	0.03154	0.99067	1.01563	1.02221	1.00472	1.01329
YNL326C	YNL326C	3	33	0.79793	0.26932	0.03517	1.02095	1.03649	1.05612	1.04283	1.03068
EGT2	YNL327W	4	44	1.75568	0.79599	0.03462	0.98919	1.02009	1.02381	0.99526	1.00742
MDJ2	YNL328C	2	22	4.56627	1.88512	0.12605	1.02365	1.07171	1.14969	1.13956	1.08693
PEX6	YNL329C	4	44	6.66705	3.37201	0.08537	0.96274	0.98535	0.95149	0.92314	1.00851
rpd3	YNL330C	3	33	2.38794	1.10772	0.05111	1.01841	1.02512	1.06405	1.06369	1.01294
aad14	YNL331C	2	22	2.91794	1.24305	0.07231	0.98150	1.00870	1.00919	1.05382	1.01678
THI12	YNL332W	2	22	1.24901	0.47793	0.03017	0.97910	1.00108	1.00043	0.99476	1.00926
SNZ2	YNL333W	4	44	0.97225	0.36144	0.03663	1.02452	1.03831	1.06115	1.04086	1.03107
SNO2	YNL334C	4	44	3.28317	1.65998	0.10801	0.99941	1.02811	1.10743	1.06190	1.04590
YNL335W	YNL335W	4	44	1.43197	0.61270	0.02963	1.01440	1.03845	1.04403	1.02213	1.02887
COS1	YNL336W	4	43	2.18390	1.03750	0.05128	1.03041	1.06359	1.08169	1.07006	1.06117
YNL338W	YNL338W	4	44	0.41491	0.09870	0.02754	0.99717	1.00684	1.00474	0.98522	1.01276
YRF1-6	YNL339C	4	44	2.12904	1.00931	0.03521	1.00346	1.02045	0.99897	0.98940	1.02461
CIT1	YNR001C	2	22	1.39653	0.54895	0.03604	0.98154	0.96679	0.95595	0.95543	0.94550
FUN34	YNR002C	2	22	0.89771	0.31013	0.06064	1.04041	1.02728	1.05109	1.06258	1.00194
rpc34	YNR003C	4	44	3.16963	1.59714	0.06164	1.00645	0.99948	0.98776	1.00553	0.94481
YNR004W	YNR004W	4	44	1.92232	0.89112	0.04147	1.00226	0.98597	0.98256	1.00376	0.96229
YNR005C	YNR005C	4	43	0.78937	0.26744	0.03161	0.96033	0.94906	0.93343	0.93537	0.92872
VPS27	YNR006W	2	22	3.22475	1.37116	0.04954	0.95491	0.93723	0.90537	0.91079	0.91943
AUT1	YNR007C	2	22	1.17962	0.44453	0.05163	1.02037	0.98835	0.98769	1.02131	0.96968
LRO1	YNR008W	2	22	1.03283	0.37417	0.06798	1.01620	1.01599	1.04378	1.05198	0.98400
YNR009W	YNR009W	4	40	0.12777	0.01268	0.01529	0.96039	0.96892	0.96129	0.97521	0.95992
CSE2	YNR010W	3	33	0.96564	0.35296	0.04777	0.96927	0.97019	0.92242	0.96530	0.94329
prp2	YNR011C	4	44	2.66282	1.31311	0.04091	0.99845	0.98384	1.01648	1.02475	0.99169
URK1	YNR012W	2	22	1.26411	0.48520	0.07207	1.01836	1.00285	1.03930	1.06303	0.99097
YNR013C	YNR013C	4	43	2.10860	0.99469	0.07163	1.00718	1.00504	0.94907	1.02069	0.97956
YNR014W	YNR014W	2	22	0.47182	0.12162	0.04160	1.01001	1.00249	1.02103	1.01915	0.97943
smm1	YNR015W	2	22	1.25182	0.47928	0.06935	1.03787	1.02501	1.03508	1.05129	0.98194
ACC1	YNR016C	4	44	1.45282	0.62440	0.04993	1.01286	0.99890	0.98683	1.01369	0.96376
MAS6	YNR017W	4	44	2.77286	1.37523	0.07603	1.03648	1.02141	1.03987	1.05794	0.98191
YNR018W	YNR018W	2	22	1.93710	0.80566	0.09368	1.04273	1.04747	1.10892	1.13640	1.05189
ARE2	YNR019W	4	44	1.38256	0.58502	0.04807	1.00050	1.00393	0.99785	1.01649	0.96842
YNR020C	YNR020C	4	39	2.07432	0.96233	0.07169	1.02504	1.02847	1.06799	1.06905	0.99737
YNR021W	YNR021W	2	22	0.73715	0.23583	0.04664	0.97255	0.96025	0.95429	0.95300	0.92591
YNR022C	YNR022C	4	44	1.91037	0.88429	0.05765	0.99241	1.00599	1.01632	1.02836	0.97071
SNF12	YNR023W	2	22	1.23693	0.47211	0.05515	0.98843	0.98495	1.02968	1.03125	0.97611
YNR024W	YNR024W	4	44	0.87838	0.31265	0.02348	0.96782	0.96794	0.95340	0.96068	0.94447
YNR025C	YNR025C	3	33	1.95420	0.87735	0.06634	1.01424	1.03261	1.06445	1.06892	1.00258
SEC12	YNR026C	4	44	2.84253	1.41444	0.06589	1.01468	1.03023	1.04644	1.07055	1.00466
BUD17	YNR027W	3	33	3.00290	1.42611	0.05818	1.01744	1.01369	1.05259	1.07187	1.02875
CPR8	YNR028W	2	22	2.57307	1.09405	0.06688	0.98226	0.99941	0.93253	0.95332	0.94196
YNR029C	YNR029C	2	22	1.70408	0.69600	0.07040	1.00823	1.00959	1.02638	1.04749	0.97710
ECM39	YNR030W	2	22	1.87495	0.77659	0.07424	0.98438	0.98290	1.01405	1.05713	0.99086
SSK2	YNR031C	4	44	2.41436	1.17212	0.05161	1.01564	0.99756	0.98294	1.00626	0.96404
HUB1	YNR032C-A	4	44	1.49650	0.64898	0.04629	1.03041	1.00826	1.02530	1.03741	0.99112
PPG1	YNR032W	4	41	4.95007	2.49468	0.07669	1.01623	1.01863	1.07675	1.09292	1.02337
ABZ1	YNR033W	2	22	1.17670	0.44313	0.02973	0.96015	0.93994	0.93042	0.93379	0.95496
SOL1	YNR034W	4	40	0.48518	0.12700	0.03022	0.99579	0.97330	0.96558	0.99016	0.97685
ARC35	YNR035C	2	22	1.62826	0.65995	0.10025	1.04618	1.05599	1.08925	1.11846	1.01821
YNR036C	YNR036C	2	22	2.77769	1.18310	0.09752	1.05141	1.04460	1.12636	1.13980	1.04228
RSM19	YNR037C	4	44	1.28074	0.52839	0.05019	1.02007	1.01206	1.03181	1.03757	0.98738
DBP6	YNR038W	4	44	3.16780	1.59612	0.06924	1.02434	1.01951	1.03124	1.04145	0.97221
ZRG17	YNR039C	4	44	1.92086	0.89028	0.04211	0.97505	0.96186	0.94521	0.96250	0.93294
YNR040W	YNR040W	2	22	1.51820	0.60736	0.05934	0.95568	0.94651	0.89634	0.91625	0.93628
COQ2	YNR041C	4	44	5.87510	2.99937	0.07559	1.03086	1.02532	1.08215	1.10091	1.03056
YNR042W	YNR042W	4	44	0.77084	0.25843	0.03692	1.00255	1.00075	0.98984	1.01169	0.97477
MVD1	YNR043W	4	44	0.72717	0.23701	0.02131	0.97424	0.96883	0.96933	0.99013	0.97016
aga1	YNR044W	0	0								
pet494	YNR045W	2	22	1.48517	0.59153	0.07442	1.00439	1.02066	1.01999	1.04311	0.96869
YNR046W	YNR046W	2	22	0.81264	0.27045	0.04300	1.00523	1.01590	1.04591	1.04135	1.00291
YNR047W	YNR047W	2	22	0.43297	0.10638	0.04464	1.00628	1.00744	1.02687	1.01680	0.98223
YNR048W	YNR048W	4	44	2.47804	1.20834	0.04257	1.01940	1.00404	1.04333	1.04661	1.00572
MSO1	YNR049C	2	22	2.97812	1.26851	0.07874	1.03424	1.03649	1.09789	1.10733	1.02859
lys9	YNR050C	2	22	0.53683	0.14816	0.01545	0.98747	0.98176	0.97202	0.97876	0.97909
BRE5	YNR051C	4	44	1.23776	0.50467	0.04459	1.04494	1.03149	1.03931	1.04754	1.00295
POP2	YNR052C	2	22	0.12042	0.01187	0.01252	0.99652	0.98401	0.98400	0.98722	0.98413
YNR053C	YNR053C	4	44	0.99568	0.37380	0.03360	1.00336	1.00516	1.02162	1.03696	1.00701
YNR054C	YNR054C	3	33	1.26142	0.50678	0.04227	1.01628	0.99973	1.04200	1.03712	1.00372
hol1	YNR055C	4	44	3.21265	1.62098	0.04708	1.01589	1.00686	1.03990	1.04761	1.00053
BIO5	YNR056C	3	33	1.14532	0.44572	0.04555	1.04665	1.02969	1.06809	1.07524	1.03458
BIO4	YNR057C	4	41	0.54032	0.15046	0.02872	1.03220	1.01169	1.03715	1.03453	1.00843
BIO3	YNR058W	4	37	2.21366	1.03083	0.04872	1.00049	0.99246	1.04118	1.01800	1.00152
MNT4	YNR059W	2	22	1.11516	0.41357	0.03996	0.98317	0.97367	0.94321	0.95655	0.97322
FRE4	YNR060W	4	44	0.57206	0.16453	0.02161	1.02125	1.00886	1.02221	1.02497	1.00336
YNR061C	YNR061C	4	44	0.35219	0.07535	0.02107	1.01231	0.99351	1.00081	1.00749	0.99124
YNR062C	YNR062C	4	44	0.22845	0.03593	0.01632	1.01436	0.99971	1.01583	1.01074	0.99952
YNR063W	YNR063W	4	44	2.35893	1.14055	0.05233	1.02635	1.01152	1.04916	1.05108	0.99875
YNR064C	YNR064C	4	44	0.02967	0.00077	0.00729	0.98747	0.98183	0.98231	0.98769	0.98040
YNR065C	YNR065C	4	44	0.65252	0.20137	0.02979	1.01048	0.98898	0.99707	1.01108	0.98129
YNR066C	YNR066C	4	44	0.72472	0.23582	0.02425	1.00240	0.97816	0.99052	0.99682	0.98066
YNR067C	YNR067C	4	44	0.13420	0.01382	0.01817	0.99509	0.98601	0.97692	0.98972	0.98975
YNR068C	YNR068C	4	44	0.85117	0.29875	0.02297	1.00014	0.98741	0.99679	1.00659	0.98362
YNR069C	YNR069C	3	33	0.47300	0.12201	0.03030	1.01263	0.99640	1.01523	1.02669	0.99923
YNR070W	YNR070W	4	44	1.38027	0.58374	0.03174	0.98286	0.98261	0.95112	0.96959	0.95210
YNR071C	YNR071C	2	22	1.99389	0.83209	0.05686	0.95356	0.96696	0.91371	0.95221	0.97057
HXT17	YNR072W	2	22	1.55433	0.62465	0.07732	0.98908	0.94343	0.91176	0.94249	0.95163
YNR073C	YNR073C	2	22	5.22487	2.11281	0.06313	1.01917	1.01726	1.06591	1.08039	1.04075
YNR074C	YNR074C	4	44	5.98882	3.05390	0.08239	1.00774	1.00838	1.05842	1.09014	1.02402
COS10	YNR075W	2	19	1.12923	0.41075	0.05504	1.00961	0.99992	1.02623	1.05495	1.01418
pho80	YOL001W	4	44	0.09976	0.00797	0.01148	1.05091	1.06239	1.05484	1.06190	1.05121
YOL002C	YOL002C	4	44	5.24370	2.69030	0.08738	0.97232	1.02001	1.05970	1.03221	1.00857
YOL003C	YOL003C	2	22	2.09539	0.87902	0.04308	1.01452	1.01672	1.04481	1.01930	1.00173
sin3	YOL004W	4	44	0.19888	0.02813	0.01527	1.01274	1.02140	1.01979	1.01642	1.00613
RPB11	YOL005C	4	43	0.94998	0.34940	0.03307	1.01396	1.02816	1.03597	1.04703	1.01675
top1	YOL006C	4	44	1.48464	0.64230	0.05872	0.99421	1.00344	1.05293	0.99706	1.00431
CSI2	YOL007C	2	22	0.20011	0.02947	0.02778	1.05587	1.07234	1.06493	1.07800	1.05022
YOL008W	YOL008W	2	22	2.04397	0.85529	0.03913	0.98569	0.99611	1.02482	1.00005	0.99775
MDM12	YOL009C	4	44	0.73356	0.24012	0.02569	1.02797	1.04158	1.05367	1.04693	1.02953
RCL1	YOL010W	2	22	1.52806	0.61208	0.07957	0.92675	0.94461	0.91400	0.93129	0.99356
PLB3	YOL011W	4	44	2.96957	1.48568	0.04998	0.98966	1.00231	0.97006	0.96181	1.01179
HTZ1	YOL012C	4	40	2.01003	0.92988	0.04507	0.98491	0.98250	0.97421	0.97377	1.01884
HRD1	YOL013C	2	22	0.75329	0.24318	0.01902	1.02301	1.02779	1.01878	1.00877	1.02339
YOL013W-A	YOL013W-A	2	22	6.47376	2.50725	0.17354	0.92224	0.95080	1.09578	0.96750	0.96929
YOL014W	YOL014W	4	43	0.64771	0.19904	0.02568	1.03007	1.04321	1.03411	1.05575	1.05338
YOL015W	YOL015W	2	22	0.70663	0.22203	0.03434	1.04239	1.05536	1.07426	1.06520	1.03992
CMK2	YOL016C	4	43	1.20893	0.48808	0.03531	0.98929	1.01748	0.98659	1.00283	1.02190
YOL017W	YOL017W	2	22	1.25148	0.47912	0.04901	0.98426	1.00427	0.95526	0.96541	1.00199
TLG2	YOL018C	2	22	5.09472	2.06897	0.10129	1.03058	1.04313	1.12111	1.13188	1.06235
TOS7	YOL019W	4	44	4.90892	2.52196	0.05401	0.99782	1.00281	1.02319	1.03942	0.98541
TAT2	YOL020W	4	44	1.06314	0.40971	0.03512	0.96757	0.97217	1.00197	0.96685	0.98381
DIS3	YOL021C	3	31	2.17570	0.98399	0.08246	0.96471	0.97489	1.04717	0.99993	1.00828
YOL022C	YOL022C	1	11	1.26755	0.40631	0.03559	0.99816	1.00483	1.03375	1.02169	1.02395
IFM1	YOL023W	2	22	7.23418	2.72677	0.05905	1.00125	1.02869	1.00445	1.03044	1.06030
YOL024W	YOL024W	0	0								
LAG2	YOL025W	2	22	1.12476	0.41817	0.03438	1.04212	1.06382	1.07588	1.07283	1.04150
YOL026C	YOL026C	2	22	1.48282	0.59040	0.06086	1.03963	1.05999	1.10049	1.08314	1.05178
YOL027C	YOL027C	2	22	3.24869	1.38098	0.07917	1.02970	1.04455	1.10887	1.09342	1.04871
YAP7	YOL028C	2	22	1.92302	0.79909	0.09483	0.95065	0.93539	0.89164	0.88753	0.98235
YOL029C	YOL029C	2	22	0.87346	0.29876	0.03735	0.96749	0.97835	0.97986	0.97805	1.00484
YOL030W	YOL030W	4	44	0.51901	0.14130	0.02372	0.97995	0.98120	0.97376	0.96805	0.99177
YOL031C	YOL031C	4	44	0.22016	0.03367	0.02975	0.98871	0.99418	0.99354	0.99957	1.01846
YOL032W	YOL032W	2	22	5.80649	2.30217	0.04578	0.98979	0.99090	0.97058	0.95378	0.99956
MSE1	YOL033W	4	44	0.47776	0.12391	0.02533	1.01408	1.02257	1.03238	1.03941	1.03554
YOL034W	YOL034W	2	22	0.30234	0.05956	0.02329	1.03556	1.03687	1.05438	1.05886	1.03886
YOL035C	YOL035C	3	33	0.61949	0.18524	0.05303	0.96670	0.97395	1.01973	0.99356	1.00312
YOL036W	YOL036W	4	44	0.24171	0.03966	0.01279	0.98867	0.98830	0.98932	0.98324	0.99602
YOL037C	YOL037C	4	44	2.03810	0.95731	0.04389	1.00267	1.01875	1.04655	1.02866	1.01457
PRE6	YOL038W	4	44	0.42907	0.10424	0.01277	1.01244	1.01800	1.02102	1.00825	1.01211
RPP2A	YOL039W	4	44	2.40711	1.16799	0.03229	1.02314	1.02658	1.05544	1.05074	1.02969
RPS15	YOL040C	2	22	17.16007	4.74283	0.14502	0.89526	0.93995	1.04028	1.02489	0.99598
NOP12	YOL041C	4	44	2.95737	1.47885	0.05626	1.02723	1.04587	1.08349	1.07061	1.04291
NGL1	YOL042W	2	22	0.19442	0.02802	0.01700	1.02996	1.04317	1.03362	1.04081	1.02617
NTG2	YOL043C	3	33	0.75175	0.24698	0.01747	1.00686	1.00286	1.02034	1.00459	1.01227
PEX15	YOL044W	3	33	0.13853	0.01485	0.01620	0.99648	0.98811	0.98370	0.98028	0.98789
YOL045W	YOL045W	4	44	0.36396	0.07958	0.02681	0.98182	0.99066	0.98955	0.97848	1.00530
YOL046C	YOL046C	2	22	2.67887	1.14033	0.07132	1.04622	1.05045	1.11754	1.10152	1.05252
YOL047C	YOL047C	4	44	0.62186	0.18712	0.02106	0.97903	0.98244	0.97468	0.97631	0.99574
YOL048C	YOL048C	3	33	2.83014	1.33781	0.08704	1.00122	1.01842	1.08827	1.03732	1.02287
GSH2	YOL049W	0	0								
YOL050C	YOL050C	2	22	29.09429	6.18491	0.13352	0.87945	0.87325	0.75608	0.76551	0.74593
gal11	YOL051W	4	44	2.66756	1.31579	0.03737	1.01055	1.02853	1.01823	1.03689	0.99951
spe2	YOL052C	1	11	1.70337	0.54579	0.12328	1.03418	1.03342	1.13314	1.15669	1.06793
YOL053C-A	YOL053C-A	4	44	2.34284	1.13138	0.03235	1.00750	1.01799	0.99975	0.98564	1.00782
YOL053W	YOL053W	4	44	1.56071	0.68525	0.02462	1.00622	1.01534	0.99924	0.99073	1.00920
YOL054W	YOL054W	4	44	0.07667	0.00485	0.00919	1.02872	1.03355	1.03308	1.02435	1.02728
THI20	YOL055C	4	44	3.82353	1.95453	0.02587	1.00350	1.00307	1.02604	1.00945	1.00017
GPM3	YOL056W	2	22	0.59050	0.17089	0.02353	1.00688	1.01751	1.00873	0.99398	1.00764
YOL057W	YOL057W	4	44	1.32574	0.55335	0.03690	0.99419	1.00072	0.98203	0.97455	1.01145
arg1	YOL058W	2	22	0.25323	0.04422	0.01690	1.02425	1.03995	1.03639	1.04115	1.02804
GPD2	YOL059W	2	22	2.35225	0.99588	0.07238	1.04096	1.05045	1.10554	1.11334	1.05225
